"timesignature","beatdifMedian","beatdifrange","beatdif80perc","beatdifvariance","beatdifstdev","T1Median","T1min","T1max","T180perc","T1mean","T1stdev","T2min","T2max","T280perc","T2mean","T3Median","T3min","T3range","T3mean","T3variance","T3stdev","T4Median","T4range","T480perc","T4kurtosis","T580perc","T5stdev","T6min","T6range","T6variance","T7variance","T7kurtosis","T8Median","T8range","T8stdev","T8kurtosis","T9Median","T9max","T9mean","T9skewness","T9kurtosis","T10variance","T10stdev","T10skewness","T10kurtosis","T11variance","T12Median","T12kurtosis","Topclass1030"
4,0.330634,1.127232,0.980596,2.774852,3.214261,-0.084728,-0.759734,0.379784,-0.048563,0.055935,-0.562289,0.336301,-0.225498,0.163878,0.531976,0.659676,-1.107187,0.03618,0.602127,-1.036724,-1.166652,0.006663,-0.607143,-0.314938,0.538275,0.458414,0.037781,0.309102,-0.054698,-0.615666,-0.69287,-0.82351,-1.220334,0.258814,-1.194677,1.218798,-0.305533,-1.222082,-0.349414,-0.535024,-0.17507,-0.770422,-0.873491,0.554634,-0.588027,-0.789881,-0.832731,0.872714,1
4,-0.494777,0.657868,-0.516648,-0.038292,0.482352,0.24382,1.663498,0.170625,0.232777,0.238154,-0.400775,0.148893,-0.113303,0.167126,-0.002353,0.209454,-0.499283,0.612112,0.133888,-0.177243,-0.079073,-0.466878,1.452153,-0.383195,0.722474,-0.188276,0.350585,-0.032096,0.369484,-0.010608,1.104503,-0.375793,0.280672,0.477929,0.587187,0.079891,-0.921076,-0.259506,-0.884101,-0.277631,-0.855635,0.628807,0.781007,0.970055,0.050927,0.204508,-0.179206,-0.216588,1
4,-0.465351,-0.395852,-0.475985,-0.261856,-0.263149,0.640159,-0.305398,0.651889,0.623074,0.698555,-0.394352,-0.953622,-0.3982,-0.559988,-0.551861,0.684991,0.371801,-0.275929,0.638991,-0.512085,-0.466663,-0.291845,0.466428,0.049231,-0.256423,0.214852,0.329053,-0.963225,0.120287,-0.39907,0.365653,-0.191421,-0.085743,0.388002,0.279858,-0.397828,-0.084267,0.802355,0.04929,0.693966,-0.619335,0.044871,0.166271,0.222793,-0.043062,-0.103589,-0.775742,-0.700769,1
4,-0.525187,2.765211,-0.553575,-0.120564,0.283971,-0.201789,1.912915,0.697051,0.965699,0.26848,0.030286,0.816746,-0.063033,-0.010694,-0.025968,-0.262356,-0.945925,0.740953,-0.080659,0.475553,0.590385,0.378287,-0.98792,0.235194,-0.522684,0.269514,-1.098684,0.195107,0.342353,0.055913,-0.707639,0.051737,-0.170589,0.879698,0.325608,0.107256,-0.927769,-0.437697,-0.875103,0.489933,-0.119087,0.419886,0.570052,1.091168,0.776443,0.393505,0.874959,-0.540843,1
5,1.484384,3.121119,1.425832,5.082611,4.45293,-0.037058,0.654544,-0.37302,-0.18679,0.003474,-0.69187,0.059127,-0.003726,0.572636,0.42137,-0.74941,0.044265,-0.143347,-0.842014,-1.022593,-1.145811,0.149927,0.288342,-0.053594,0.228455,-1.131152,-0.594864,0.528882,-0.345426,0.125459,-0.118179,-0.263458,0.497547,0.243563,-0.23497,-0.112484,0.371919,1.105835,0.556758,1.421709,-0.311937,-0.107292,-0.008469,0.08313,-0.438448,-0.029642,0.414406,-0.496683,1
4,-0.429932,-0.226769,-0.443388,-0.259019,-0.243905,0.540474,0.810611,0.573136,0.51327,0.307005,1.078302,-2.273083,0.286636,0.59799,0.268732,-0.090707,-1.239855,0.939471,-0.110739,1.316431,1.338349,-0.270924,0.992328,0.033608,-0.021734,-0.161422,1.032019,-1.989809,0.061709,0.19355,-0.056441,0.646277,0.156242,-0.105473,-0.66465,0.413082,0.115649,0.1922,0.280438,0.814497,-0.33362,-0.196593,-0.114445,0.364906,-0.342869,0.272544,0.426956,-0.657276,1
4,-0.675627,-0.6079,-0.696482,-0.273019,-0.352724,-0.943939,-0.761265,-1.245506,-0.967083,-0.743895,-0.801797,1.747642,0.21849,2.600547,2.158829,-2.659934,-2.363657,-0.1654,-2.690952,-0.407116,-0.341153,-0.93321,1.353776,-0.653247,0.229264,-1.22241,-0.142931,0.191192,-0.592035,0.346789,-0.368209,-0.312751,0.434931,0.627236,0.427353,-0.263515,-1.042485,-1.660499,-1.287408,-1.225443,0.305266,-0.148484,-0.057022,-0.289661,-0.282888,1.251874,0.239056,1.584092,1
4,-1.037418,1.843267,-1.029785,3.193532,3.46706,0.281317,-0.767956,0.099776,0.384568,0.173636,0.863169,-0.518301,0.417002,0.091496,0.131964,0.980995,1.769422,-0.467817,0.994427,-0.513536,-0.468426,-0.608587,-1.484532,-0.827171,-0.459432,1.227929,1.239699,0.829408,-0.882062,-0.631203,1.60931,-0.903722,0.126254,-0.275967,0.054887,-0.085357,0.79203,-0.448239,0.718923,-0.522406,-0.809373,-0.19488,-0.112386,-1.563585,0.12762,-0.705366,-0.036347,-1.484315,1
4,-0.788145,0.662567,-0.807437,-0.262028,-0.264352,0.877825,2.061889,0.452044,0.732678,0.755448,-0.175762,-0.297393,0.26476,0.498031,0.374261,1.091862,0.858995,0.363634,1.226784,-0.353784,-0.278856,-0.868116,-0.838413,-0.887201,-0.326692,0.818965,0.237573,1.175853,-1.34422,-0.841186,0.283128,4.322607,0.596148,-0.10425,-0.269706,0.726146,0.28953,-0.010461,0.335375,0.122854,0.891946,-0.433106,-0.40916,0.605691,1.583898,-0.292672,-0.868059,-0.0728,1
4,-0.427696,-0.367655,-0.450127,-0.271528,-0.339011,1.29577,-0.272104,0.925969,1.284238,1.376288,-0.541884,0.681679,0.483898,0.029206,0.138916,0.405345,-0.182957,-0.192061,0.347942,-0.945167,-1.033925,-1.221152,1.187188,-1.304375,3.097676,1.412752,-1.203582,-2.64499,0.711669,-0.935356,2.022474,-0.327157,-0.75076,-0.597858,-0.774314,-0.036295,-1.020264,-0.630519,-0.743902,0.083813,-0.256066,-0.388341,-0.351676,-0.618295,0.834385,-0.727525,-0.319315,-1.271641,1
4,-0.357305,2.16599,1.505151,4.722904,4.280566,-0.022539,-0.76586,-1.189617,-0.409738,-0.919723,2.570563,-1.336629,-0.536435,0.294889,-0.398707,0.724088,-0.444247,0.879486,0.599772,0.542523,0.654031,-0.447937,-1.319556,-0.844768,-0.341208,0.216122,0.672197,1.213344,-1.747148,-1.06448,1.194822,-1.525966,0.417498,-0.91328,-1.225008,0.347494,-0.604236,-0.536216,-0.187015,1.035862,-0.047377,-1.028425,-1.276934,-0.291851,-0.251178,-0.82209,2.728517,-1.27922,1
4,-0.105707,-0.816112,-0.144603,-0.285231,-0.531603,0.461252,-0.767956,0.724713,0.426355,0.359415,0.685685,0.918831,-0.026145,1.517303,1.587572,0.356001,0.112401,0.640684,0.478191,1.059737,1.120816,0.355316,-0.026345,0.100363,-0.33108,1.658071,1.34531,0.166152,-0.584309,-0.300732,1.226689,0.574186,0.627655,-0.187263,-0.849288,0.198292,1.239649,0.488844,1.229582,-0.334225,0.206559,-0.277056,-0.212303,1.216882,0.326529,-0.388869,-0.072621,-0.165009,1
4,-0.704785,-0.659498,-0.733933,-0.284513,-0.511117,-0.738167,0.791586,0.16131,-0.536645,-0.853223,1.028997,0.272198,2.185446,0.129224,-0.254689,-0.953577,0.074069,1.772106,-0.167303,3.081918,2.654531,3.30364,0.94747,3.617757,-0.540267,-0.023802,2.408226,-0.914017,0.338847,1.315842,-0.161791,-0.625543,2.121944,0.73835,1.785974,-0.61524,0.449087,0.301772,0.460714,-0.082175,-0.649898,0.062659,0.186251,-0.349589,-0.161153,0.880298,-0.313556,-1.334807,1
4,-0.283963,-0.669855,-0.310905,-0.283212,-0.482412,-1.414927,1.090339,-2.500462,-1.833843,-1.285859,-1.569255,1.039806,-0.193663,-0.040952,0.405802,1.619027,1.240578,-0.458851,1.488946,-1.144694,-1.330586,-0.129675,0.152481,-0.581378,0.10711,-0.024571,-0.783615,0.51431,-0.969718,-0.710666,-0.711736,0.157935,0.129612,1.613408,0.107168,2.552891,0.881714,0.900746,0.822722,-0.086552,0.790561,-0.223718,-0.147173,1.959442,2.841285,-0.456323,-1.075213,0.654663,1
4,1.547574,-0.877876,1.468835,-0.285301,-0.533908,1.563045,-0.767956,1.065691,1.405611,1.497192,-0.156706,0.605586,-0.936671,0.949183,1.128263,1.308131,-0.024156,-0.170514,1.411395,-1.049456,-1.185546,0.243045,0.587481,-0.17368,0.925643,1.937984,-0.86826,0.748934,-0.631172,-0.669818,-0.694028,-1.155524,0.151604,-0.516957,-0.505597,-0.199802,-0.281238,-1.379253,-0.282493,-0.241632,0.515418,-1.003178,-1.235084,-1.574642,0.110504,-0.726921,-0.583458,-0.229092,1
4,-0.457122,1.185543,-0.472563,-0.238762,-0.128612,1.312003,1.446085,1.322836,1.195678,1.472081,-1.176328,-0.952445,-0.699723,0.750256,0.797294,0.074422,-0.442928,-0.560683,0.019019,-1.119052,-1.290865,-1.089868,0.778908,-1.187774,2.465568,-0.256268,-1.070616,-3.326026,0.852958,-0.73108,0.096379,0.015886,-0.956278,-0.849008,-0.434362,-0.774064,1.234629,-0.068985,1.207008,0.102514,-0.982629,-0.480616,-0.471121,-0.267667,-0.377418,-0.860645,0.749463,0.42212,1
3,-0.99547,0.137482,-1.009549,-0.250116,-0.189278,1.352586,-0.385366,0.627614,1.144067,1.483215,-1.362143,0.501235,0.110361,0.362463,0.81099,0.059959,1.190245,-0.990742,0.226208,-1.022538,-1.14573,-0.40242,-1.420445,-0.302112,-0.495504,-0.439736,-0.867662,0.317802,0.670537,-0.598921,-1.041702,1.512157,-0.062472,-0.584008,0.496864,-0.759921,0.134523,-0.629944,0.272558,1.042974,-0.382386,-0.664005,-0.720431,1.260232,-0.124534,-0.6724,0.279971,0.417656,1
4,-0.45578,1.875299,1.325335,4.387582,4.114219,-0.213793,1.287115,-0.2683,-0.317736,-0.282661,-0.215387,-0.813618,-1.951341,-1.670262,-1.961625,0.410264,0.249091,-1.465726,0.33035,-1.448535,-1.848287,-0.259262,2.396925,-0.232841,0.834767,-1.478129,-1.257332,-2.139583,2.056844,0.01832,-1.111063,1.467536,-0.404656,-1.109207,-0.571298,-0.490722,-0.218794,-1.173525,-0.106231,0.760051,-0.34276,-0.348548,-0.301277,-0.022308,0.195076,-0.694919,0.556492,0.519039,1
4,0.730571,-0.78523,0.681252,-0.282734,-0.473438,0.183232,-0.359892,0.533054,0.144017,0.06672,0.511054,-0.067521,1.378489,1.397861,1.045273,0.258836,-0.631665,0.873898,0.199809,-0.073524,0.034085,-0.216538,0.231659,0.08054,-0.27334,0.309821,0.402984,0.667618,0.543708,0.112303,0.05593,-0.025688,0.162879,0.845151,0.947356,-0.221642,-0.554307,1.282237,-0.525275,0.552205,-0.32602,1.670863,1.723267,-0.200109,-0.649975,0.052573,1.190074,0.349409,1
4,-0.788324,-0.714452,-0.811628,-0.283508,-0.488314,0.735843,-0.623417,1.007826,1.026235,0.471707,1.29266,1.215262,0.815855,2.128024,1.920847,-0.282675,0.978123,-1.08296,-0.160764,-0.517128,-0.472794,0.239546,-0.350845,0.912617,-0.516471,0.421672,1.143387,0.263129,-0.157383,1.06441,6.139564,-0.701231,-1.075591,0.715118,3.286108,-0.688209,1.181756,0.766385,0.874576,-0.556385,-0.621328,2.942098,2.702322,-0.964529,0.117755,0.35557,1.097757,0.33212,1
4,-0.228599,-0.149661,-0.256239,-0.260863,-0.256293,-0.342514,-0.73031,-0.122086,-0.240894,-0.173,-0.560132,0.00295,-0.140381,0.170368,-0.141043,-0.35915,-0.512427,0.152393,-0.276014,0.575852,0.685407,0.299198,-0.839073,0.118158,-0.376495,-1.14414,-0.443325,0.352656,-0.505842,-0.221902,1.385623,0.592931,-0.82513,0.730124,0.132436,-0.021933,1.872459,0.486224,1.709181,-1.017421,-0.435275,0.204115,0.342055,-0.381325,0.03484,-0.065589,1.881763,-0.974279,1
4,-0.617043,-0.536066,-0.644644,-0.280604,-0.439269,0.521955,0.276226,1.122709,0.627113,0.501183,0.111672,-0.783649,1.599948,0.060535,-0.032273,-1.543905,-1.655989,0.891404,-1.635077,0.798784,0.890477,1.465664,0.330755,2.952462,-0.442143,-0.384879,-0.235203,-0.666533,1.132478,1.593357,-0.384603,-0.631864,-0.280785,0.960977,1.786225,-0.448094,-1.196488,1.326769,-0.954605,1.882715,1.35397,1.237479,1.35062,-1.002786,0.361716,4.480789,0.7119,0.300825,1
4,-0.42707,-0.220823,-0.448032,-0.272756,-0.350251,0.046165,0.896706,-0.365964,-0.19028,0.195594,-1.29363,-0.290796,0.688715,-0.948961,-0.464644,0.538463,-1.277813,0.140033,0.4371,-1.180957,-1.387661,-0.291315,0.905086,-0.052074,0.456793,-0.544092,-0.186705,-2.308795,2.513054,0.137711,-0.553804,0.687921,-0.145079,-0.260293,-0.514886,0.338018,0.582945,1.279298,0.833944,0.972961,0.094413,-0.47766,-0.467236,-0.691031,1.020822,0.493225,-0.193819,0.625883,1
4,2.530983,-0.186585,2.46176,-0.207941,0.006431,0.888343,-0.766183,0.979882,0.90222,0.758357,0.783405,-0.866794,-0.980653,-0.825967,-0.925772,0.781981,1.095119,-1.243135,0.996037,-0.757537,-0.777177,-0.159147,-0.417967,-0.349316,-0.159422,0.190072,-0.23643,0.24717,0.979243,0.149211,-1.384719,0.288586,0.082431,0.381266,-0.463335,1.487454,-0.827644,-0.168398,-0.59385,1.559579,-0.364529,-0.715059,-0.793022,0.028809,2.048821,-0.45768,0.86155,0.048471,1
4,-0.392143,1.963629,-0.40681,2.217503,2.849141,0.625641,-0.767956,1.3059,1.10592,0.682794,0.759657,0.094755,-0.747409,0.442392,0.562602,0.49886,0.200209,-0.272267,0.309969,-0.297588,-0.214222,-0.289724,0.782385,-0.358141,0.354674,-0.404995,-0.547397,0.750267,-0.820521,-0.625705,-0.403792,0.631419,0.686512,0.022893,-0.62933,1.242252,0.28036,-0.631669,0.103554,-2.426568,1.84841,-0.678741,-0.74123,1.368729,1.843567,-0.281284,0.817626,-0.969679,1
4,-0.490394,-0.498088,-0.499695,-0.264825,-0.284517,0.489146,-0.73958,0.590919,0.763943,0.651812,-0.286233,0.822342,-0.866566,0.276205,0.444527,0.858768,0.351932,-0.438851,0.552828,0.47188,0.58687,-1.120224,0.215697,-0.852986,-0.256126,0.666893,-0.29944,-0.191113,-0.588686,0.167026,0.193428,-0.813922,1.017741,0.006686,-0.154014,0.182845,0.081783,0.304584,0.075125,-0.170402,0.245339,-0.259639,-0.190921,0.227402,-0.380416,0.096962,-0.206025,0.096787,1
4,-0.150204,-0.341281,-0.174197,-0.264113,-0.279265,0.605064,-0.767956,0.503981,0.653641,0.633814,-0.117149,0.81215,0.145784,0.133413,0.259584,-0.368304,0.551394,0.399498,-0.464911,-0.769824,-0.793427,-1.602352,-0.528705,-1.195902,-0.432436,-1.128686,-1.108988,0.627191,-0.862354,-0.740689,0.714647,0.402144,-0.449679,0.977251,0.444263,-0.003084,1.450474,1.381459,1.327007,-0.396162,-0.288755,-0.503956,-0.501933,0.600122,1.377435,-0.359677,-0.382321,-0.0259,1
4,-0.680636,0.269832,-0.700061,-0.240008,-0.134882,0.240848,-0.738613,-0.111924,0.037704,0.40143,-1.15189,0.890939,2.510407,1.693589,2.083783,1.104237,0.219089,-0.525292,0.734935,-0.78757,-0.817029,-0.465465,0.720969,-0.800026,0.192178,-0.40607,-0.184924,-0.355078,0.67304,-0.329348,-0.200622,0.081441,0.622217,-0.198445,-0.747862,0.787618,-0.240813,0.224081,-0.222432,0.338948,2.421552,-0.937627,-1.12903,0.289842,0.462506,-0.516489,0.583568,1.474014,1
4,-0.480556,-0.78734,-0.504933,-0.283501,-0.488177,0.065714,1.67946,-0.198015,0.026086,0.226275,-1.096798,0.050492,-1.218457,-0.527989,-0.241219,0.270001,0.685226,-1.069448,0.068542,-0.699969,-0.701995,-0.578761,0.001413,-0.753239,0.535523,-0.147994,-0.889529,0.24369,0.884176,-0.127903,0.583668,0.842891,-0.766194,-0.179237,-0.579796,0.121479,0.94021,1.363378,1.218924,1.748113,0.29417,-0.16487,-0.076491,0.30913,-0.183816,-0.32233,0.724364,1.090341,1
4,-0.491199,-0.496361,-0.506295,-0.263542,-0.275117,0.368198,-0.767956,0.522046,0.514966,0.278661,0.728222,-0.869313,-0.056679,1.390681,0.225939,1.119657,0.237024,1.081824,1.084229,0.086777,0.203479,-0.702165,0.007387,-0.675577,-0.374345,0.601624,-0.196937,0.052918,-0.195613,0.026792,0.350598,-1.061658,-0.007773,-0.876753,-0.520279,-0.418377,0.614535,-0.169037,0.748133,0.59248,-1.003664,-0.30259,-0.243855,0.055661,-0.328471,0.333488,2.018691,-0.93054,1
4,-0.290671,-0.804124,-0.327334,-0.285563,-0.543338,0.31927,-0.767956,-0.281284,0.082034,0.168392,0.844423,0.223757,0.515897,-0.858069,-0.199783,0.840518,-0.34378,-0.093165,0.646424,-0.73006,-0.741099,0.375283,-1.157288,-0.452485,-0.344873,-0.494349,-1.528841,0.085624,-0.424365,-0.474086,-1.101168,-0.200173,-0.923091,-0.876376,-1.341397,0.261182,-1.393592,-1.163302,-1.214373,0.826362,-0.095898,-0.307626,-0.250107,0.954656,-0.093672,-0.752754,-0.036175,-0.35192,1
4,-0.667444,-0.231853,-0.552074,-0.155255,0.185534,1.147272,-0.726763,0.863588,0.997213,1.256296,-1.016854,0.99134,-1.126937,-0.318854,0.17093,0.871592,1.502857,-0.88198,1.014833,-1.08231,-1.234824,-0.057018,-1.197734,-0.594249,-0.291368,-0.829864,-1.325596,0.743878,-0.208271,-0.330165,-1.096068,0.74808,0.309861,-0.261827,-1.020485,0.658367,0.269049,-0.2213,0.265575,0.821457,0.214727,-0.524019,-0.528623,1.86154,0.810078,-0.180182,-0.802216,0.24713,1
4,-0.428456,-0.722412,-0.458002,-0.282661,-0.472131,1.237811,0.839148,0.655276,1.117189,1.327576,-1.068992,1.123596,-0.90454,-0.835602,-0.177778,0.973949,1.963148,-1.609373,1.051526,-1.223253,-1.455639,-0.266754,-0.719152,-0.329946,-0.338789,0.060107,-2.087426,0.658782,-1.127619,-0.756726,-0.570112,1.410775,-0.098937,0.592777,-0.437822,2.324543,-0.988072,-0.306338,-0.864134,1.155359,1.282721,-0.864214,-1.014359,-0.128947,0.407236,-0.299412,-0.806084,-0.358552,1
4,-0.429574,-0.72059,-0.463833,-0.285539,-0.542418,0.484116,1.074135,0.836208,0.49497,0.560217,-0.661198,0.748212,-0.612285,0.431823,0.517785,-0.793932,-1.713751,0.931373,-0.947757,2.0479,1.917136,4.181105,0.554752,3.248908,-0.480357,0.985612,0.874119,-0.695052,0.960394,3.114814,0.265387,-0.330024,2.496836,0.15477,1.242101,-0.978416,0.340395,0.045827,0.258499,1.085237,-0.781656,0.51945,0.671709,1.287831,0.146405,3.025444,0.325872,-0.023151,1
4,-0.556223,-0.541054,-0.576185,-0.273182,-0.354271,0.740873,-0.760701,0.487892,0.703157,0.695216,0.163794,0.982895,-0.014244,-0.010719,0.435133,1.251838,1.922398,-1.923409,1.154297,-1.379384,-1.721584,-0.54321,0.802237,-0.919886,1.625108,0.329889,-0.085781,1.0658,-0.39629,-0.931341,-0.109303,-0.75981,-0.42089,-0.1693,-1.03314,1.28109,1.578843,0.180316,1.420349,-0.362632,-0.226852,-0.750759,-0.844694,0.049644,0.020307,-0.999018,-0.499307,-0.34373,1
4,1.546277,-0.633603,1.46798,-0.278783,-0.414851,0.664738,-0.767956,0.387405,0.466347,0.520127,-0.190067,1.317891,-0.970711,-0.080962,0.133054,0.78565,1.979391,-1.704212,1.027265,-0.717139,-0.724256,-0.138651,-1.209798,-0.406684,-0.408381,-0.387613,-1.25797,0.484921,-0.796884,-0.401847,-0.53239,0.119343,0.130892,-1.398418,-1.183031,-0.439853,-0.112846,0.081158,-0.096117,0.402799,-0.683481,-0.666085,-0.72336,-0.259264,-0.535336,-0.665181,-1.480066,0.24243,1
4,-0.364997,-0.394221,-0.382559,-0.259687,-0.248347,0.758592,-0.132079,0.383171,0.712831,0.673607,0.257724,-0.906866,-1.463454,0.044571,-0.437455,0.927494,-0.056224,-0.855618,0.560621,-0.593648,-0.567039,-1.027,0.131852,-1.042516,-0.118219,-1.347846,-1.187347,-0.301927,0.489494,-0.153312,-0.759336,0.083604,-0.121089,1.134473,-0.590735,2.914372,0.519697,0.728178,0.67981,1.076667,0.212486,-0.844736,-0.984608,-1.036624,1.218453,0.019478,-0.129438,-0.710563,1
4,-0.788637,-0.534148,-0.803596,-0.27529,-0.375187,0.775854,-0.751995,0.542652,0.651148,0.79605,-0.041284,-0.55974,-1.030084,-0.389187,-0.594067,0.880551,-0.999994,1.347067,1.028303,1.095546,1.151676,0.582192,0.045546,0.112437,0.043162,0.839876,0.099932,-0.173767,-0.0587,-0.445503,1.345254,0.440766,-0.557156,0.502895,0.241379,-0.539101,-0.590716,-0.045473,-0.492509,0.327493,-0.800338,0.436658,0.587326,-0.457873,-0.615008,-0.330454,-0.5985,-0.526878,1
4,-0.73287,0.99047,-0.741335,-0.114122,0.301072,0.264855,-0.746916,-0.227936,0.139779,0.307351,-0.901283,0.893851,-0.182042,0.331625,0.648776,0.911156,-0.267445,0.18289,0.860241,1.094093,1.150427,0.419421,0.110743,0.364078,-0.451135,0.928399,-0.173292,0.112458,-0.469353,-0.040008,0.695963,1.574503,-0.085663,-0.730069,-0.264836,-0.201657,0.200514,0.555035,0.480355,1.373362,0.543168,-0.617574,-0.655683,-1.029574,1.207351,0.390273,1.878067,-0.718124,1
4,-0.492094,-0.382905,-0.520053,-0.279045,-0.418176,0.630785,-0.265252,-0.196886,0.295608,0.543306,0.182058,0.704772,1.033396,-0.679418,-0.128723,0.100675,1.244622,-0.42526,0.17441,-0.403252,-0.336607,-1.247727,-1.544576,-1.349705,-0.366298,0.546034,0.745083,0.285449,-1.041801,-0.615142,-0.459579,0.886617,-0.487104,-1.167899,-0.83922,-0.3112,0.296557,0.120643,0.296884,0.459394,0.446999,-0.913465,-1.090833,0.177088,0.335802,-0.836513,-1.316749,0.026413,1
4,2.249019,-0.020092,2.230177,-0.19135,0.067995,0.61821,0.210446,0.422688,0.593803,0.284584,1.065609,-0.964207,-1.288315,-0.956765,-1.107034,0.388285,0.318765,-0.966637,0.310493,-0.698151,-0.699646,-1.176201,2.556856,-1.069109,1.605183,0.27137,-0.484697,0.806843,0.890487,-0.377443,0.081628,0.27367,0.269077,0.15626,-0.505203,0.265738,0.478737,0.299281,0.58188,0.53229,-0.344445,-0.501816,-0.499098,-0.45635,0.108956,-0.310242,2.49016,-0.876075,1
4,-0.085851,-0.734592,-0.11569,-0.28023,-0.433965,-1.644248,-0.767956,-2.101055,-1.744185,-1.839966,1.196508,1.053822,0.709504,0.502194,0.067347,3.13693,1.950642,-1.432134,2.770978,-0.137956,-0.035864,3.987519,0.906088,4.395778,-0.528642,2.434922,-0.16899,2.098827,-0.524824,2.414372,4.84489,-1.653436,0.397346,0.538932,2.481808,-0.581465,-0.537843,-1.100498,-0.413379,0.08178,-0.598286,3.278856,2.939427,4.021592,1.436214,5.39368,1.080222,-2.842822,1
4,-0.326359,-0.421075,-0.336867,-0.260945,-0.256851,1.042786,2.24746,0.609549,0.952085,1.023513,-0.354333,0.936809,-0.113879,-0.473279,0.044398,0.874676,1.96528,-1.49998,1.02213,-1.06228,-1.204689,-1.156976,-1.874594,-1.401045,-0.457797,0.695115,-0.178571,0.789525,-1.939326,-1.340832,-0.130157,-1.002403,0.223735,-0.518647,-1.237397,1.106882,-0.235057,-0.354064,-0.149931,0.92874,0.006183,-1.022602,-1.267231,1.230422,0.366365,-1.035465,-0.71987,0.354588,1
4,-0.49272,-0.780531,-0.515688,-0.282669,-0.472277,0.676855,0.04527,0.51753,0.707246,0.820348,-0.985433,1.732474,-0.381888,1.642726,1.859394,-0.268563,0.461543,-0.241691,-0.176895,-0.103602,0.00157,-1.025516,-0.017017,-0.778791,-0.368791,-0.906828,0.432611,-0.236923,-0.422575,-0.158221,-0.850332,-0.284977,1.1712,0.218442,-0.554585,0.306211,-2.272031,-1.396823,-2.375538,-0.555845,-0.063151,-0.373357,-0.332622,1.001282,-0.432162,-0.151697,-0.436473,-0.100772,1
4,-0.363387,0.037835,-0.395968,-0.26309,-0.271863,-1.350452,-0.401892,-1.812296,-1.609997,-1.548133,0.941961,-1.62659,-0.31552,0.481087,-0.24179,0.193956,-0.809719,-0.091871,-0.190857,0.103949,0.221256,-0.711848,0.919502,-0.649237,0.135805,-0.081101,-0.359464,-1.601795,0.688105,-0.515577,0.296901,-0.657072,0.187669,1.07796,-0.335412,0.341057,-0.208286,0.486927,-0.548835,-1.326876,-0.59928,-0.546483,-0.558735,-0.103409,0.347212,-0.180326,0.142098,-0.95474,1
4,-0.514364,0.08176,-0.542314,-0.276943,-0.393035,0.153281,1.092918,0.259538,0.069119,0.322883,-1.213004,0.434701,0.361564,0.100338,0.247635,0.887734,0.783496,-0.648734,0.709381,-0.362281,-0.288718,0.590744,1.54701,0.672626,0.021101,0.218551,0.193823,0.141303,0.263088,1.260711,-0.450828,-0.160843,0.153923,-0.865527,-0.181309,-0.393912,-0.293419,0.614581,-0.322468,0.248831,-0.652517,0.739409,0.889193,1.376137,0.169065,0.254605,1.681399,1.184715,1
4,-0.224127,-0.611257,-0.254912,-0.281619,-0.454575,1.533093,-0.614307,1.253116,1.371802,1.632214,-0.946507,1.067243,-0.663987,0.508162,0.829516,0.868859,0.65162,-0.623225,0.909398,-1.13232,-1.311355,-0.785211,0.114765,-1.123517,2.080115,0.442948,-1.005353,0.473067,-0.86632,-0.9713,-0.74766,3.363558,0.416459,0.008598,-0.76412,0.801981,0.519563,0.045124,0.45922,-0.22648,0.056762,-0.706662,-0.780978,1.020826,0.9818,-0.641508,-1.180079,0.288121,1
4,-0.42859,-0.675993,-0.45753,-0.27991,-0.429563,0.669996,1.412791,0.716245,0.65389,0.855099,-1.310055,-0.565552,-0.040137,0.235306,0.272059,0.276091,-0.054356,0.071366,-0.042394,-0.435439,-0.374631,-0.176534,1.283882,0.735733,-0.309078,-2.683585,-0.676107,-2.140154,0.19115,0.12025,-1.118236,-0.597627,0.328574,2.195498,1.108611,1.940318,-1.587619,-1.16803,-1.669932,-1.011556,-0.130222,0.078271,0.203714,-0.37137,-0.40141,0.058281,-0.278658,1.070265,1
4,-0.429842,2.154002,-0.455959,-0.224564,-0.062213,0.225301,0.407061,-0.089907,0.065978,0.167111,0.046152,0.871669,-0.091411,-0.558474,-0.226712,0.719481,0.961419,-0.134034,0.596349,-0.031005,0.079643,-0.187418,0.312797,0.342536,-0.344072,-1.059291,0.243994,0.539132,0.907027,0.133077,-0.908733,1.030575,-0.259674,-0.600281,-0.728229,0.065885,-1.012367,-1.072131,-1.022694,-0.237239,-1.380269,0.065042,0.188921,-0.371011,0.053878,-0.446703,-0.141042,-0.321422,1
4,-0.395228,-0.586993,-0.420376,-0.269165,-0.318612,0.773339,-0.369888,0.699874,0.650151,0.90481,-0.986097,0.711293,0.94586,0.849243,0.80249,-0.254704,0.350767,-0.918886,-0.461152,-0.954018,-1.046526,0.02094,0.290622,-0.062066,-0.14091,0.05,-0.146146,-0.018584,0.809384,0.277107,-0.02395,3.063749,0.56576,-0.089866,0.20848,-0.146924,-0.887746,-0.435844,-0.826678,0.54696,-0.41448,0.322968,0.469,1.412062,0.511777,0.405092,-1.227699,-0.475183,1
