"timesignature","beatdifMedian","beatdifrange","beatdif80perc","beatdifvariance","beatdifstdev","T1Median","T1min","T1max","T180perc","T1mean","T1stdev","T2min","T2max","T280perc","T2mean","T3Median","T3min","T3range","T3mean","T3variance","T3stdev","T4Median","T4range","T480perc","T4kurtosis","T580perc","T5stdev","T6min","T6range","T6variance","T7variance","T7kurtosis","T8Median","T8range","T8stdev","T8kurtosis","T9Median","T9max","T9mean","T9skewness","T9kurtosis","T10variance","T10stdev","T10skewness","T10kurtosis","T11variance","T12Median","T12kurtosis","Topclass1030"
4,3.045137,0.974741,2.937795,-0.131043,0.255423,1.48851,-0.767956,1.113394,1.463006,1.227818,0.815582,0.380323,0.859673,1.088411,1.099597,0.6952,0.45862,0.01517,0.689377,-0.370114,-0.297829,-0.592402,-0.857866,-0.715684,-0.429135,0.918609,-0.011184,-0.183365,-0.25488,-0.112571,0.35039,0.137805,0.410461,2.449205,0.545135,2.315626,0.356994,0.35429,0.272373,-0.387962,-0.135787,0.231668,0.371793,-1.806908,1.723721,-0.364149,-0.179894,-0.51776,1
4,-0.42859,-0.259761,-0.458875,-0.27476,-0.369755,0.276972,0.734109,0.488456,0.622276,0.515388,-0.637866,-0.53219,-0.884508,-0.23491,-0.269051,0.439288,0.481346,-0.631875,0.203015,0.128195,0.246239,0.184771,1.189577,-0.186914,2.207823,0.749899,-0.770228,-0.204326,-0.815758,-0.459335,-1.111823,-0.335485,-1.672075,1.51201,0.560408,0.177555,1.283086,-0.28091,1.113945,-0.531328,-0.534542,-0.020628,0.091913,-0.290468,-0.220885,-0.631311,-1.639171,-0.670093,1
4,2.829941,-0.182749,2.744221,-0.213882,-0.017179,1.10646,-0.767956,0.67701,0.99123,1.125702,-0.844925,1.440829,0.427323,0.639514,1.095839,0.77308,1.12745,-0.322544,0.763041,-0.976258,-1.078399,-0.710858,-0.070231,-0.983789,0.755116,-1.671546,-1.140303,0.601608,-1.148451,-1.025265,-0.894357,3.144242,0.846289,-0.867216,-1.309411,0.006957,0.8951,-1.061972,0.685474,-2.025047,1.49279,-1.112331,-1.420439,-1.265313,-0.111039,-0.866384,-0.329973,0.080545,1
4,-0.395139,-0.355859,-0.405309,-0.254512,-0.215294,0.554307,-0.500482,0.445552,0.453182,0.122425,2.425208,0.786157,-0.447253,-0.037105,0.275613,0.796815,-0.068467,1.066055,0.960841,-0.513928,-0.468902,-0.610213,0.894379,-0.425575,1.189304,0.118809,-0.09818,-2.21277,0.390872,-0.697253,0.239262,-1.041424,-0.397699,0.547292,0.045897,0.236912,0.243081,-0.436931,0.165894,0.067721,-0.816627,0.056794,0.179674,-0.110854,-0.328091,-0.424682,-0.262756,-0.736084,0
4,-0.373405,0.305221,-0.399844,-0.193973,0.05864,-1.447622,0.966678,-1.596363,-1.229225,-1.41662,0.169523,-1.113391,-1.83992,-3.11019,-3.037423,1.162149,-0.372155,1.138005,0.864033,2.16242,2.003001,2.114204,0.325942,1.842704,-0.490723,-3.774858,0.488275,-1.84792,1.203232,0.982101,0.166488,0.678914,-0.381066,0.716763,0.286837,-0.37484,1.23135,2.390291,1.155358,-0.194228,-0.047305,0.446305,0.597234,-1.07142,0.042575,-0.015763,0.743962,-0.380931,0
4,0.660941,2.925758,0.600379,-0.122595,0.27851,-2.414748,-0.760781,-2.309085,-2.422154,-2.152909,-0.711102,0.752593,-0.07816,-1.093254,-0.775542,-1.076331,-0.153439,-0.973283,-1.232517,-0.865854,-0.923067,-0.006342,-1.486601,-0.50778,-0.475079,-0.085227,-1.482168,0.683359,-0.788723,-0.381132,-1.266176,0.427891,-1.23081,-0.190353,-0.716276,0.104683,0.622834,-0.387926,0.606672,-0.714303,0.09249,-0.571421,-0.592452,-1.409873,-0.227994,-0.518075,-1.281679,-0.601394,0
4,-0.148728,-0.427884,-0.19225,-0.282429,-0.46803,0.469712,-0.767956,0.184456,0.457471,0.195666,1.271368,-2.382689,-0.629634,-1.021214,-1.380805,0.291511,-1.649637,0.533848,-0.323882,2.449003,2.212977,1.355478,0.010007,1.221481,-0.351656,0.453067,0.296402,-0.354398,1.02393,0.539606,-0.484494,0.066515,-1.966519,0.378487,0.131498,0.000255,1.467876,-0.216955,1.341921,-0.574729,-0.286397,-0.082749,0.020197,-2.081462,0.726304,0.352812,-0.661764,0.591566,0
4,0.979308,2.824769,0.912329,-0.14647,0.211582,-0.513419,0.871232,-0.171765,-0.46439,-0.471826,-0.237,1.368206,0.715364,1.926106,1.696961,-1.083475,-0.692833,0.927364,-1.09725,0.543389,0.654849,0.890913,0.669338,0.602214,-0.478376,-1.207932,0.410135,0.344119,-0.30832,1.044397,0.523053,-0.135044,2.566888,0.400296,0.623154,-0.136462,-0.860974,-1.125607,-0.929216,-0.595885,-0.156681,0.235508,0.375923,0.743694,-0.89799,0.334337,1.99789,0.300207,0
4,-0.258159,-0.778229,-0.291996,-0.284473,-0.510099,-0.14806,0.616253,0.014531,-0.187737,0.018479,-0.737991,-1.619829,0.293385,0.922559,0.262342,-2.720325,-1.89341,-0.311447,-2.848871,-0.716899,-0.723945,0.135579,0.941053,0.721368,-0.413646,-0.684799,0.135587,-0.725502,0.602153,1.759487,0.27736,-1.027517,-1.40658,1.89964,2.589008,-0.520495,0.760707,0.459135,0.58318,-1.856014,1.184846,2.024281,2.010801,-0.115194,-0.618259,2.136683,0.77886,1.36189,0
4,-0.429485,-0.347036,-0.447072,-0.263324,-0.273543,0.572369,-0.666464,0.149172,0.36522,0.654882,-0.677164,-0.221136,0.296134,0.353782,0.45137,0.031403,-1.044326,2.637211,-0.05105,0.476792,0.59157,-1.25013,-0.746242,-1.182814,-0.377335,-0.330522,1.049957,-0.341457,-0.411186,-0.204829,0.122974,-0.036052,0.200784,0.657516,0.687822,-0.664112,1.162279,0.123134,1.035523,-0.774039,-0.236844,-0.090492,0.011173,-0.508143,-0.701213,-0.500854,-0.482975,-0.725886,0
4,-0.435388,-0.342816,-0.465405,-0.278303,-0.408927,-0.36412,1.499934,-0.581333,-0.555295,-0.121996,-1.625139,1.508502,-0.560056,0.811702,0.921743,0.519062,1.29179,-0.12049,0.601012,0.111086,0.228624,0.801859,0.059403,0.280252,-0.016713,0.784188,1.322021,0.678819,0.880706,-0.265689,-0.903241,-0.347983,-0.094779,-0.860258,-0.763186,0.17403,0.346553,-0.694154,0.346608,-0.751565,0.008944,-0.744353,-0.835365,0.978432,-0.485257,-0.127164,0.241119,-0.090251,0
4,-0.556044,-0.755116,-0.57753,-0.282631,-0.471582,-1.582745,1.01158,-0.794726,-1.370145,-1.479177,0.146248,-1.025853,-0.801827,-2.691088,-3.210364,-1.575116,-1.332146,-0.586903,-1.775132,-0.069385,0.03854,-1.155845,-0.278715,-0.322071,-0.491918,0.732688,1.907858,-0.320686,1.403426,1.402498,1.000368,2.70816,-0.196979,2.097167,1.473512,0.195248,2.237823,2.070008,2.156598,-0.212845,-0.726556,0.985284,1.12192,1.11144,0.886315,0.375434,0.043592,-1.272349,0
4,-0.429216,-0.511898,-0.455715,-0.276629,-0.389528,-0.042888,1.200214,-0.118981,-0.191278,0.053236,-1.026994,-1.894167,0.69204,-0.936767,-0.737569,-0.253533,-0.504624,0.284265,-0.331608,1.242906,1.276896,0.687361,2.27863,0.753347,-0.371867,-0.221345,-0.966101,-1.663483,2.137983,0.951586,-0.698055,-0.150924,0.36392,0.592777,0.995975,-0.329455,-1.281554,0.973198,-1.117291,3.018722,2.710512,1.490437,1.571018,1.256372,0.281937,1.062379,0.828199,-0.471487,0
4,-0.734033,-0.684529,-0.75787,-0.281434,-0.451678,-0.021168,1.08002,0.573419,0.042691,-0.086307,0.519393,-0.230214,-0.883339,-0.170378,-0.547292,-0.67192,0.686523,-0.689792,-0.557407,-0.344057,-0.267595,0.149891,-1.117234,-0.136895,-0.407929,-0.356046,0.060438,-0.177764,-0.780103,0.2553,0.193265,0.035748,-0.330766,-0.588699,-0.246178,0.096388,-0.656976,-0.444725,-0.380139,1.871484,0.154829,-0.656514,-0.709905,-1.664108,0.614917,-0.743578,0.245503,-0.233989,0
4,-0.428724,-0.256117,-0.44894,-0.264807,-0.284386,0.499434,0.05188,0.330952,0.395438,0.676223,-0.958623,0.589811,-0.730257,-0.219623,0.330812,0.930012,1.190773,-0.392094,0.959975,-0.368288,-0.295704,-0.037087,0.001964,-0.588538,0.331459,0.692296,-0.677914,0.371224,-1.277118,-0.928017,-0.74113,0.836125,0.368718,-0.822797,-0.975189,0.099142,-0.252593,-0.380835,-0.219365,-0.144335,-0.136229,-0.825509,-0.955501,0.397161,-0.647126,-0.364749,-1.573758,-0.960702,0
4,1.027069,-0.311646,0.964586,-0.262047,-0.264482,-0.127712,-0.767956,-0.102609,-0.042928,-0.093493,0.036631,-0.083169,-0.455433,-0.805814,-0.657514,0.002007,-0.70923,0.00532,-0.023774,-0.382043,-0.311746,-0.958866,0.650988,-0.663285,0.212559,-0.942545,-0.476263,0.716609,-1.107319,-0.922023,0.680398,-0.202295,-0.923411,-0.067145,-0.827553,0.368933,0.82603,0.405403,0.987723,0.278219,-0.220006,-0.483182,-0.474496,0.732905,0.117986,-0.692739,-0.953499,0.08172,0
4,-0.181642,-0.464904,-0.219958,-0.280658,-0.44004,-0.51159,-0.767956,-0.456289,-0.550657,-0.525812,0.794197,0.919033,-0.18568,0.029625,0.353753,-1.470104,-0.214102,-0.226268,-1.647201,-0.746071,-0.762078,1.012832,-1.228576,0.734565,-0.55718,-0.056114,-0.508455,0.065288,0.375312,1.409117,-0.51564,0.010054,0.356722,-0.650036,-0.199805,-0.582861,-0.908761,-0.85535,-0.892413,-0.031645,-0.103318,-0.227091,-0.151262,0.479174,-0.638063,-0.040912,-0.113536,1.465933,0
4,-0.395228,2.385711,-0.428687,-0.187788,0.080489,-2.62212,0.147487,-3.034792,-2.962296,-2.5605,-0.543749,0.01037,1.193622,0.535617,0.146508,-0.704965,-0.430136,0.395915,-0.389323,0.237703,0.357434,1.888459,-0.38867,2.395994,-0.542777,-3.695721,1.536699,0.079861,-0.038436,0.914554,-0.128116,-0.434884,1.175279,0.764894,1.020769,-0.726661,-0.437717,0.291933,-0.365733,0.808723,-0.19956,0.018196,0.13614,-0.091373,-0.219477,-0.099531,1.880474,0.00181,0
4,0.086771,-0.694024,0.041813,-0.284439,-0.509241,-0.186242,-0.767956,0.334339,-0.109149,-0.145123,0.022163,-1.040603,0.010775,-0.529459,-0.783747,-2.101851,-1.271087,0.194082,-2.087583,0.358963,0.477593,0.582899,1.272827,0.928602,-0.122939,0.319721,0.417144,0.609601,0.425318,1.886939,-0.50484,-0.023055,-2.959886,2.995324,3.459337,-0.351452,0.203727,0.350265,0.429167,0.452739,-0.809846,5.302669,4.226045,0.038591,-0.157752,3.20088,1.70753,-1.44085,0
4,-0.362761,-0.852652,-0.398273,-0.285619,-0.545573,-0.075125,-0.767956,0.106832,-0.126253,-0.039588,0.147761,-1.658116,0.612618,-0.076109,0.111382,-0.440739,-1.267658,0.851783,-0.329481,0.5807,0.689955,0.682873,0.814483,0.232605,-0.110408,-1.446367,0.43295,0.521786,-0.579522,0.19828,-0.411968,-0.059616,-1.480951,-0.829934,-0.155131,-0.386193,0.738889,-0.645725,0.584198,-0.963688,-0.369756,-0.35499,-0.309391,-0.408163,-0.419301,0.001018,0.203126,-0.333707,0
4,-0.509892,-0.699586,-0.536535,-0.283812,-0.494711,-0.962458,-0.767956,-0.912431,-0.68674,-0.826572,0.692331,-0.347112,-0.043544,-0.927828,-1.080128,-0.487838,0.361713,-0.662215,-0.636817,-0.040372,0.069646,-0.688595,-1.294645,-0.881218,-0.465854,3.444593,2.502481,0.197934,-1.216158,-0.777427,1.153592,-0.681288,-1.234968,-0.598569,-0.013253,-0.466546,-0.374135,-0.124825,-0.573575,-0.838842,-0.0097,-0.102807,-0.003217,-0.101218,-0.637949,-0.767624,0.86602,-0.256154,0
4,-0.618474,-0.546616,-0.645238,-0.284215,-0.503802,1.290054,2.638756,0.854838,1.095598,1.396205,-1.437978,1.433309,-0.997722,0.634984,0.850969,-0.140012,-0.465677,-1.016267,-0.442577,-0.850096,-0.901463,-0.8831,-1.700138,-1.075391,-0.505339,0.050647,-1.172933,0.017657,-1.171665,-0.849212,-0.897896,0.154132,0.485951,-1.25349,-0.562146,-0.544299,-0.63422,-1.157425,-0.686527,0.088165,-0.184298,-1.166117,-1.516364,0.372637,-0.805397,-1.013044,-0.698209,0.75881,0
4,-0.428143,-0.492621,-0.460708,-0.282167,-0.463539,0.720524,-0.765457,0.658381,0.781446,0.866471,-0.856811,0.410937,-0.681435,0.717149,0.557659,0.279585,0.455081,-0.552964,0.313298,-0.336407,-0.258762,-0.23396,-0.036456,-0.556468,-0.069865,0.102904,1.637645,0.384981,-0.321378,-0.624688,-0.346454,-0.573374,0.333771,0.389959,0.053167,-0.229738,2.305086,0.723514,2.177543,-0.455273,-0.60641,0.11647,0.246154,-0.639932,-0.043488,-0.428305,0.026916,0.541782,0
4,-0.493525,-0.597734,-0.524854,-0.282603,-0.471097,0.02113,-0.767956,0.609549,0.085924,-0.28179,1.828944,-2.141017,0.683843,0.036193,-0.499951,-1.687193,-1.27267,1.662018,-1.25818,1.691496,1.642079,-0.037723,-0.728349,0.437259,-0.483297,-0.549231,1.954151,-0.252447,-0.734171,-0.25951,0.029175,0.30338,0.599186,-0.716441,-0.167321,-0.37383,-1.177011,1.012044,-1.058557,1.005272,1.46865,-0.14672,-0.05493,-0.534332,-0.180584,0.164247,0.671931,0.129013,0
5,1.693766,-0.707355,1.617608,-0.281698,-0.45584,-0.638482,-0.197295,-0.324753,-0.337184,-0.819735,1.327793,-1.594267,0.343655,0.359718,-0.305764,1.225898,-1.542268,3.193712,0.871788,5.83336,4.317282,2.055753,0.886112,3.004943,-0.507616,0.412834,1.999116,-2.045162,2.85519,1.88288,1.86973,0.09447,0.105542,1.196721,1.865506,-0.365472,2.416857,5.753747,2.682216,1.667345,0.832814,1.196581,1.314169,-0.110715,-0.764143,1.644865,1.77002,0.42837,0
3,0.300358,3.547901,0.275631,7.344675,5.424988,1.201573,-0.359973,0.85258,1.091858,1.238985,-0.651888,1.385653,-0.094851,1.078538,1.24467,0.21933,0.462422,-0.45522,0.314235,-0.051012,0.058264,-0.761039,-1.507855,-0.419483,-0.539612,1.173926,0.85325,0.072901,-0.633941,-0.419353,1.219155,-1.509522,0.778955,-0.795608,-0.446543,-0.322501,0.037008,-0.038764,0.064464,0.351439,-0.350632,-0.128916,-0.033888,0.107283,-0.955641,-0.245718,-0.02629,0.17763,0
4,-1.525858,-0.590157,-1.487924,-0.264423,-0.281544,-0.002877,-0.762636,-0.297373,-0.174722,0.19179,-1.297498,1.458833,-0.990611,-0.494173,-0.098397,1.01566,0.072113,-0.143789,1.157846,-1.018238,-1.139415,-0.137803,-0.280211,-0.80991,3.532236,-1.105066,-0.491741,1.436115,-1.975658,-1.31036,-0.432737,-0.187587,0.453644,-1.891048,-1.622575,-0.532317,0.86177,-1.360341,0.785498,-0.582475,-0.509784,-1.214292,-1.605216,-0.427512,-1.239955,-1.059933,0.557094,0.39356,0
4,-0.651568,-0.857831,-0.676456,-0.28514,-0.5287,0.030618,-0.767956,0.121792,0.096645,-0.017447,0.282665,-0.242001,-0.317923,-0.552293,-0.130617,-1.170256,-1.474154,0.915888,-1.255257,0.303989,0.423491,-1.049122,-0.35197,-0.949439,-0.356069,-0.232013,-0.468461,0.295563,-1.243398,-0.601495,-0.619519,0.644279,0.378554,-0.236639,0.111012,-0.120254,-1.018792,-0.60164,-1.030734,-0.185524,-0.245441,-0.434613,-0.41111,1.249583,0.139741,-0.662692,-1.096014,-0.062104,0
4,-1.466022,-0.538752,-1.472158,-0.281667,-0.455334,1.033983,1.793769,0.87375,1.074405,1.190331,-1.114453,0.461821,0.660337,-0.178891,0.068133,0.002827,-0.414377,-0.075738,-0.109077,-0.107959,-0.00316,0.442886,0.702154,0.100788,0.315726,0.568751,0.124589,0.304752,-0.635222,0.438254,-0.098127,-0.420562,1.230617,0.532018,-0.058516,-0.181495,-0.870478,-0.457375,-0.721267,-0.497619,2.314533,-0.258301,-0.189283,0.709035,0.223368,-0.58499,0.861034,1.868849,0
5,1.127512,-0.774297,1.058466,-0.284208,-0.503651,-1.275231,-0.752317,-0.861059,-1.329255,-1.261462,0.2805,-1.779091,0.215971,-0.00586,-1.78462,-1.849746,-0.855304,1.54871,-1.635144,2.472188,2.229672,2.484662,-0.029829,2.002082,-0.475768,1.733863,3.351112,-0.007192,0.693461,2.057199,2.608888,-1.444338,-3.924624,1.431531,2.521821,-0.232886,-0.883328,0.515422,-0.599585,0.808439,-1.017299,2.337726,2.255213,-1.554002,-0.449483,1.824313,1.032947,-0.351884,0
4,-0.362493,-0.738908,-0.395566,-0.284959,-0.523223,-0.515934,-0.501288,-0.83255,-0.564121,-0.380125,-0.765171,0.780637,-0.953625,-1.510024,-0.930022,-0.367172,-0.850908,-0.384312,-0.88853,-0.285711,-0.200689,0.308033,-0.801074,0.510287,-0.496564,-1.944965,-1.938968,0.536522,-0.324533,0.702204,-0.295741,-1.296001,-0.804978,-0.623625,0.236739,-0.449974,0.647397,-0.348889,0.486116,-1.204668,0.067503,1.084452,1.212988,-0.362398,-0.79532,0.698412,0.916218,-0.807298,0
4,-0.429395,-0.588143,-0.441275,-0.26568,-0.290939,-1.278203,0.01375,-0.976788,-1.044324,-1.19809,0.230229,-1.064874,0.85513,-1.260653,-1.665556,-1.439616,-2.472631,1.198668,-1.532966,1.02242,1.088472,-1.750952,1.148877,-0.471873,-0.443393,1.008561,2.336701,-2.843673,0.932659,0.536736,3.312627,-0.151326,-0.076066,2.69522,1.825067,0.001485,0.439717,1.074721,0.501856,0.205665,-0.481487,1.357225,1.456011,-1.893308,0.785163,0.148809,0.318995,-0.661352,0
